Printer_Name,Consumable_Sku
Samsung ML-2955 ND,CPT/MLT103
Samsung ML-2955 DW,CPT/MLT103
Samsung SCX-4729 FD,CPT/MLT103
Samsung SCX-4729 FW,CPT/MLT103
Samsung ML-2950 ND,CPT/MLT103
Samsung ML-2951 D,CPT/MLT103
Samsung Xpress M2020 W,CPT/MLT111
Samsung Xpress M2070 FW,CPT/MLT111
Samsung Xpress M2070 W,CPT/MLT111
Samsung Xpress M2024 W,CPT/MLT111
Samsung Xpress M2620,CPT/MLT115
Samsung Xpress M2670,CPT/MLT115
Samsung Xpress M2820,CPT/MLT115
Samsung Xpress M2870,CPT/MLT115
Samsung Xpress M2830 DW,CPT/MLT115
Samsung Xpress M2880 FW,CPT/MLT115
Samsung Xpress M2626,"CPT/MLT116,CPT/MLT116DR"
Samsung Xpress M2825 DW,"CPT/MLT116,CPT/MLT116DR"
Samsung Xpress M2826,"CPT/MLT116,CPT/MLT116DR"
Samsung Xpress M2676,"CPT/MLT116,CPT/MLT116DR"
Samsung Xpress M2875,"CPT/MLT116,CPT/MLT116DR"
Samsung Xpress M2625 D,"CPT/MLT116,CPT/MLT116DR"
Samsung Xpress M2875 FD,"CPT/MLT116,CPT/MLT116DR"
Samsung Xpress M2875 FW,"CPT/MLT116,CPT/MLT116DR"
Samsung Xpress M2885 FW,"CPT/MLT116,CPT/MLT116DR"
Samsung Xpress M2835 DW,"CPT/MLT116,CPT/MLT116DR"
Samsung Xpress M2875 DW,"CPT/MLT116,CPT/MLT116DR"
Samsung Xpress M3015 DW,"CPT/MLT116DR,CPT/MLT118L"
Samsung Xpress M3065 FW,"CPT/MLT116DR,CPT/MLT118L"
Samsung ProXpress M4030 ND,CPT/MLT201L
Samsung ProXpress M4080 FX,CPT/MLT201L
Samsung ProXpress M3320 ND,CPT/MLT203L
Samsung ProXpress M3370 FD,CPT/MLT203L
Samsung ProXpress M3820 DW,"CPT/MLT203L,CPT/MLT203E"
Samsung ProXpress M3870 FW,"CPT/MLT203L,CPT/MLT203E"
Samsung ProXpress M4020 ND,"CPT/MLT203L,CPT/MLT203E,CPT/MLT203U"
Samsung ProXpress M4070 FR,"CPT/MLT203L,CPT/MLT203E,CPT/MLT203U"
Samsung ProXpress M4024 ND,"CPT/MLT203L,CPT/MLT203E,CPT/MLT203U"
Samsung ML-3310,CPT/MLT205
Samsung ML-3710,CPT/MLT205
Samsung SCX-4833,CPT/MLT205
Samsung ML-3312 ND,CPT/MLT205
Samsung ML-3712 ND,CPT/MLT205
Samsung ML-3712 DW,CPT/MLT205
Samsung SCX-4835 FR,CPT/MLT205
Samsung SCX-5639 FR,CPT/MLT205
Samsung SCX-5739 FW,CPT/MLT205
Samsung ML-3310 nd,CPT/MLT205
Samsung ML-3710 dw,CPT/MLT205
Samsung ML-3710 nd,CPT/MLT205
Samsung ML-3310 D,CPT/MLT205
Samsung ML-3710 D,CPT/MLT205
Samsung SCX-5935 FN,CPT/MLT206
Dell 1100,CPT/310-6640
Dell 1110,CPT/310-6640
Samsung CLP-315,"CPT/CLP315BK,CPT/CLP315C,CPT/CLP315Y,CPT/CLP315M"
Samsung CLX-3175 FN,"CPT/CLP315BK,CPT/CLP315C,CPT/CLP315Y,CPT/CLP315M"
Samsung CLP-315 W,"CPT/CLP315BK,CPT/CLP315C,CPT/CLP315Y,CPT/CLP315M"
Samsung CLP-310,"CPT/CLP315BK,CPT/CLP315C,CPT/CLP315Y,CPT/CLP315M"
Samsung CLP-310 N,"CPT/CLP315BK,CPT/CLP315C,CPT/CLP315Y,CPT/CLP315M"
Samsung CLX-3175 FW,"CPT/CLP315BK,CPT/CLP315C,CPT/CLP315Y,CPT/CLP315M"
Samsung CLX-3175 N,"CPT/CLP315BK,CPT/CLP315C,CPT/CLP315Y,CPT/CLP315M"
Samsung CLX-3175,"CPT/CLP315BK,CPT/CLP315C,CPT/CLP315Y,CPT/CLP315M"
Samsung CLP-365 W,"CPT/CLP360BK,CPT/CLP360C,CPT/CLP360Y,CPT/CLP360M"
Samsung CLX-3305 W,"CPT/CLP360BK,CPT/CLP360C,CPT/CLP360Y,CPT/CLP360M"
Samsung CLX-3305 FW,"CPT/CLP360BK,CPT/CLP360C,CPT/CLP360Y,CPT/CLP360M"
Samsung Xpress C410 W,"CPT/CLP360BK,CPT/CLP360C,CPT/CLP360Y,CPT/CLP360M"
Samsung Xpress C460 FW,"CPT/CLP360BK,CPT/CLP360C,CPT/CLP360Y,CPT/CLP360M"
Samsung Xpress C460 W,"CPT/CLP360BK,CPT/CLP360C,CPT/CLP360Y,CPT/CLP360M"
Samsung CLP-415 NW,"CPT/CLP415BK,CPT/CLP415C,CPT/CLP415Y,CPT/CLP415M"
Samsung CLX-4195 FW,"CPT/CLP415BK,CPT/CLP415C,CPT/CLP415Y,CPT/CLP415M"
Samsung CLX-4195 N,"CPT/CLP415BK,CPT/CLP415C,CPT/CLP415Y,CPT/CLP415M"
Samsung Xpress C1810 W,"CPT/CLP415BK,CPT/CLP415C,CPT/CLP415Y,CPT/CLP415M"
Samsung Xpress C1860 FW,"CPT/CLP415BK,CPT/CLP415C,CPT/CLP415Y,CPT/CLP415M"
Samsung ProXpress C2620 DW,"CPT/CLT505BK,CPT/CLT505C,CPT/CLT505Y,CPT/CLT505M"
Samsung ProXpress C2670 FW,"CPT/CLT505BK,CPT/CLT505C,CPT/CLT505Y,CPT/CLT505M"
Samsung ProXpress C2680 FX,"CPT/CLT505BK,CPT/CLT505C,CPT/CLT505Y,CPT/CLT505M"
Samsung CLP-620 nd,"CPT/CLP620BK,CPT/CLP620M,CPT/CLP620C,CPT/CLP620Y"
Samsung CLP-670 nd,"CPT/CLP620BK,CPT/CLP620M,CPT/CLP620C,CPT/CLP620Y"
Samsung CLX-6220 FX,"CPT/CLP620BK,CPT/CLP620M,CPT/CLP620C,CPT/CLP620Y"
Samsung CLX-6250 FX,"CPT/CLP620BK,CPT/CLP620M,CPT/CLP620C,CPT/CLP620Y"
Sharp MX-2310U,"CPT/MX23BK,CPT/MX23C,CPT/MX23Y,CPT/MX23M"
Sharp MX-2616N,"CPT/MX23BK,CPT/MX23C,CPT/MX23Y,CPT/MX23M"
Sharp MX-3116N,"CPT/MX23BK,CPT/MX23C,CPT/MX23Y,CPT/MX23M"
Sharp MX-3114N,"CPT/MX23BK,CPT/MX23C,CPT/MX23Y,CPT/MX23M"
Sharp MX-3114NSF,"CPT/MX23BK,CPT/MX23C,CPT/MX23Y,CPT/MX23M"
Sharp MX-3111U,"CPT/MX23BK,CPT/MX23C,CPT/MX23Y,CPT/MX23M"
Source Technologies ST 9325 Micr,CPT/ST9325MICR
Samsung ML-1610,"CPT/ML-1610D2,CPT/MLT-D119S"
Source Technologies ST 9530 Micr,CPT/ST9530MICR
Source Technologies ST 9550 Micr,CPT/ST9530MICR
Source Technologies ST 9612 Micr,CPT/ST9612MICR
Source Technologies ST 9620 Micr,CPT/ST9612MICR
Source Technologies ST 9620 MFP Micr,CPT/ST9612MICR
Samsung ML-2010,"CPT/ML-2010D3,CPT/MLT-D119S"
Samsung ML-2510,"CPT/ML-2010D3,CPT/MLT-D119S"
Samsung ML-2570,"CPT/ML-2010D3,CPT/MLT-D119S"
Samsung ML-2571 N,"CPT/ML-2010D3,CPT/MLT-D119S"
Xerox B205,"CPT/106R04346,CPT/106R04347"
Xerox B210,"CPT/106R04346,CPT/106R04347"
Xerox B215,"CPT/106R04346,CPT/106R04347"
Xerox VersaLink B600DN,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B605S,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B610DN,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B615SF,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B605X,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B605 SF,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B600DT,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B600DX,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B610DT,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B610DX,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B610SP,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B615XF,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B600 DXF,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B600 DXP,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B605 SP,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B605 XF,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B605 XP,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B605 XTF,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B610 DXF,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B610 DXP,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B615 XP,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B615 XTF,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B615 XTP,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B605 XTP,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B615 XL,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B615 SL,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B605 SL,"CPT/106R03940,CPT/106R03942"
Xerox VersaLink B605 XL,"CPT/106R03940,CPT/106R03942"
Samsung SCX-4321,"CPT/MLT-D119S,CPT/SCX-4521D3"
Samsung SCX-4521,"CPT/MLT-D119S,CPT/SCX-4521D3"
Samsung SCX-4521 FG,"CPT/MLT-D119S,CPT/SCX-4521D3"
Xerox Phaser 3250 D,CPT/106R01374
Xerox Phaser 3250 DN,CPT/106R01374
Xerox Phaser 3260 DI,"CPT/106R02777,CPT/101R00474"
Xerox Phaser 3260 DNI,"CPT/106R02777,CPT/101R00474"
Xerox WorkCentre 3215 NI,"CPT/106R02777,CPT/101R00474"
Xerox WorkCentre 3225 DNI,"CPT/106R02777,CPT/101R00474"
Xerox Phaser 3320 DNI,CPT/106R02307
Xerox WorkCentre 3315 DN,CPT/106R02311
Xerox WorkCentre 3325 DNI,"CPT/106R02311,CPT/106R02313"
Xerox Phaser 3330 DNI,"CPT/106R03622,CPT/106R03624,CPT/101R00555"
Xerox WorkCentre 3335 DNI,"CPT/106R03622,CPT/106R03624,CPT/101R00555"
Xerox WorkCentre 3345 DNI,"CPT/106R03622,CPT/106R03624,CPT/101R00555"
Xerox Phaser 4600 DT,"CPT/093N01732,CPT/106R01535"
Xerox Phaser 4600 DN,"CPT/093N01732,CPT/106R01535"
Xerox Phaser 4620 DN,"CPT/093N01732,CPT/106R01535"
Xerox Phaser 4600 N,"CPT/093N01732,CPT/106R01535"
Xerox Phaser 4620 DT,"CPT/093N01732,CPT/106R01535"
Samsung ML-5512 ND,CPT/093N01732
Samsung ML-6512 ND,CPT/093N01732
Samsung ML-5510 ND,CPT/093N01732
Samsung ML-5510 N,CPT/093N01732
Samsung ML-6510 ND,CPT/093N01732
Xerox Phaser 4622 DT,"CPT/093N01732,CPT/106R01535"
Xerox Phaser 4622 DN,"CPT/093N01732,CPT/106R01535"
Xerox Phaser 4622 N,"CPT/093N01732,CPT/106R01535"
Samsung ML-6515 ND,CPT/093N01732
Samsung ML-5515 ND,CPT/093N01732
Xerox Phaser 6022 Ni,"CPT/106R02759,CPT/106R02756,CPT/106R02758,CPT/106R02757"
Xerox WorkCentre 6027 Ni,"CPT/106R02759,CPT/106R02756,CPT/106R02758,CPT/106R02757"
Xerox WorkCentre 6025 Bi,"CPT/106R02759,CPT/106R02756,CPT/106R02758,CPT/106R02757"
Xerox Phaser 6020 Bi,"CPT/106R02759,CPT/106R02756,CPT/106R02758,CPT/106R02757"
Xerox WorkCentre 6025 Vbi,"CPT/106R02759,CPT/106R02756,CPT/106R02758,CPT/106R02757"
Xerox WorkCentre 6027 VNI,"CPT/106R02759,CPT/106R02756,CPT/106R02758,CPT/106R02757"
Xerox Phaser 6180 DN,"CPT/113R00726,CPT/113R00723,CPT/113R00725,CPT/113R00724"
Xerox Phaser 6180 N,"CPT/113R00726,CPT/113R00723,CPT/113R00725,CPT/113R00724"
Xerox Phaser 6180 MFP/D,"CPT/113R00726,CPT/113R00723,CPT/113R00725,CPT/113R00724"
Xerox Phaser 6180 MFP/N,"CPT/113R00726,CPT/113R00723,CPT/113R00725,CPT/113R00724"
Xerox Phaser 6280 N,"CPT/106R01395,CPT/106R01392,CPT/106R01394,CPT/106R01393"
Xerox Phaser 6280 DN,"CPT/106R01395,CPT/106R01392,CPT/106R01394,CPT/106R01393"
Xerox Phaser 6500 N,"CPT/106R01597,CPT/106R01594,CPT/106R01596,CPT/106R01595"
Xerox Phaser 6500 DN,"CPT/106R01597,CPT/106R01594,CPT/106R01596,CPT/106R01595"
Xerox WorkCentre 6505 N,"CPT/106R01597,CPT/106R01594,CPT/106R01596,CPT/106R01595"
Xerox WorkCentre 6505 DN,"CPT/106R01597,CPT/106R01594,CPT/106R01596,CPT/106R01595"
Xerox Phaser 6510 N,"CPT/106R03480,CPT/106R03477,CPT/106R03479,CPT/106R03478,CPT/106R03690,CPT/106R03692,CPT/106R03691"
Xerox WorkCentre 6515 N,"CPT/106R03480,CPT/106R03477,CPT/106R03479,CPT/106R03478,CPT/106R03690,CPT/106R03692,CPT/106R03691"
Xerox Phaser 6510 DN,"CPT/106R03480,CPT/106R03477,CPT/106R03479,CPT/106R03478,CPT/106R03690,CPT/106R03692,CPT/106R03691"
Xerox Phaser 6510 DNM,"CPT/106R03480,CPT/106R03477,CPT/106R03479,CPT/106R03478,CPT/106R03690,CPT/106R03692,CPT/106R03691"
Xerox Phaser 6510 DNI,"CPT/106R03480,CPT/106R03477,CPT/106R03479,CPT/106R03478,CPT/106R03690,CPT/106R03692,CPT/106R03691"
Xerox WorkCentre 6515 DN,"CPT/106R03480,CPT/106R03477,CPT/106R03479,CPT/106R03478,CPT/106R03690,CPT/106R03692,CPT/106R03691"
Xerox WorkCentre 6515 DNM,"CPT/106R03480,CPT/106R03477,CPT/106R03479,CPT/106R03478,CPT/106R03690,CPT/106R03692,CPT/106R03691"
Xerox WorkCentre 6515 DNI,"CPT/106R03480,CPT/106R03477,CPT/106R03479,CPT/106R03478,CPT/106R03690,CPT/106R03692,CPT/106R03691"
Xerox WorkCentre 6655 X,"CPT/106R02747,CPT/106R02744,CPT/106R02746,CPT/106R02745"
Xerox WorkCentre 6655i,"CPT/106R02747,CPT/106R02744,CPT/106R02746,CPT/106R02745"
Xerox WorkCentre 6605 N,"CPT/106R02225,CPT/106R02227,CPT/106R02226,CPT/106R02228"
Xerox WorkCentre 6605 DN,"CPT/106R02225,CPT/106R02227,CPT/106R02226,CPT/106R02228"
Xerox Phaser 6600 N,"CPT/106R02225,CPT/106R02227,CPT/106R02226,CPT/106R02228"
Xerox Phaser 6600 DN,"CPT/106R02225,CPT/106R02227,CPT/106R02226,CPT/106R02228"
Xerox Phaser 6600 VDN,"CPT/106R02225,CPT/106R02227,CPT/106R02226,CPT/106R02228"
Xerox Phaser 6600 VN,"CPT/106R02225,CPT/106R02227,CPT/106R02226,CPT/106R02228"
Xerox WorkCentre 7545,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7556,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7830,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7835,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7845,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7855,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox  WorkCentre 7855V_F,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7525,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7530,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7535,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7970,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7970 i,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre EC7836,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre EC7856,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7830i,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7835i,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7845i,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox WorkCentre 7855i,"CPT/006R01513,CPT/006R01516,CPT/006R01514,CPT/006R01515,CPT/008R13061,CPT/013R00662"
Xerox AltaLink C8030,"CPT/008R13061,CPT/013R00662,CPT/006R01697,CPT/006R01698,CPT/006R01700,CPT/006R01699"
Xerox AltaLink C8035,"CPT/008R13061,CPT/013R00662,CPT/006R01697,CPT/006R01698,CPT/006R01700,CPT/006R01699"
Xerox AltaLink C8045,"CPT/008R13061,CPT/013R00662,CPT/006R01697,CPT/006R01698,CPT/006R01700,CPT/006R01699"
Xerox AltaLink C8055,"CPT/008R13061,CPT/013R00662,CPT/006R01697,CPT/006R01698,CPT/006R01700,CPT/006R01699"
Xerox AltaLink C8070,"CPT/008R13061,CPT/013R00662,CPT/006R01697,CPT/006R01698,CPT/006R01700,CPT/006R01699"
Xerox EX8056,"CPT/008R13061,CPT/013R00662,CPT/006R01697,CPT/006R01698,CPT/006R01700,CPT/006R01699"
Xerox EC8036,"CPT/008R13061,CPT/013R00662,CPT/006R01697,CPT/006R01698,CPT/006R01700,CPT/006R01699"
Xerox DocuColor 242,"CPT/006R01219,CPT/006R01222,CPT/006R01220,CPT/006R01221,CPT/013R00602,CPT/013R00603"
Xerox DocuColor 252,"CPT/006R01219,CPT/006R01222,CPT/006R01220,CPT/006R01221,CPT/013R00602,CPT/013R00603"
Xerox DocuColor 260,"CPT/006R01219,CPT/006R01222,CPT/006R01220,CPT/006R01221,CPT/013R00603"
Xerox DocuColor 240,"CPT/006R01219,CPT/006R01222,CPT/006R01220,CPT/006R01221,CPT/013R00602,CPT/013R00603"
Xerox DocuColor 250,"CPT/006R01219,CPT/006R01222,CPT/006R01220,CPT/006R01221,CPT/013R00602,CPT/013R00603"
Xerox DocuColor 7655,"CPT/006R01219,CPT/006R01222,CPT/006R01220,CPT/006R01221,CPT/013R00602,CPT/013R00603"
Xerox DocuColor 7665,"CPT/006R01219,CPT/006R01222,CPT/006R01220,CPT/006R01221,CPT/013R00602,CPT/013R00603"
Xerox WorkCentre 7655,"CPT/006R01219,CPT/006R01222,CPT/006R01220,CPT/006R01221,CPT/013R00603"
Xerox WorkCentre 7665,"CPT/006R01219,CPT/006R01222,CPT/006R01220,CPT/006R01221,CPT/013R00603"
Xerox WorkCentre 7675,"CPT/006R01219,CPT/006R01222,CPT/006R01220,CPT/006R01221,CPT/013R00603"
Xerox WorkCentre 7755,"CPT/006R01219,CPT/006R01222,CPT/006R01220,CPT/006R01221,CPT/013R00603"
Xerox WorkCentre 7765,"CPT/006R01219,CPT/006R01222,CPT/006R01220,CPT/006R01221,CPT/013R00603"
Xerox WorkCentre 7775,"CPT/006R01219,CPT/006R01222,CPT/006R01220,CPT/006R01221,CPT/013R00603"
Xerox WorkCentre 7425,"CPT/006R01395BK,CPT/006R01398C,CPT/006R01396Y,CPT/006R01397M,CPT/013R00647"
Xerox WorkCentre 7428,"CPT/006R01395BK,CPT/006R01398C,CPT/006R01396Y,CPT/006R01397M,CPT/013R00647"
Xerox WorkCentre 7435,"CPT/006R01395BK,CPT/006R01398C,CPT/006R01396Y,CPT/006R01397M,CPT/013R00647"
Xerox Phaser 3117,CPT/DELL1100
Xerox Phaser 3122,CPT/DELL1100
Xerox Phaser 3124,CPT/DELL1100
Xerox Phaser 3125,CPT/DELL1100
Lexmark T620,CPT/T620-C
Lexmark T622,CPT/T620-C
Unisys UDS-134,CPT/T620-C
Unisys UDS-136,CPT/T620-C
Lexmark T620dn,CPT/T620-C
Lexmark T620in,CPT/T620-C
Lexmark T620n,CPT/T620-C
Lexmark T622dn,CPT/T620-C
Lexmark T622in,CPT/T620-C
Lexmark T622n,CPT/T620-C
Dell S2830dn,"CPT/2360S-C,CPT/593-BBYP"
Brother HL-5450DN,"CPT/TN750,CPT/DR720"
Brother HL-5470DW,"CPT/TN750,CPT/DR720"
Brother HL-5470DWT,"CPT/TN750,CPT/DR720"
Brother HL-6180DW,"CPT/TN750,CPT/TN780,CPT/DR720"
Brother HL-6180DWT,"CPT/TN750,CPT/TN780,CPT/DR720"
Brother MFC-8710DW,"CPT/TN750,CPT/DR720"
Brother MFC-8910DW,"CPT/TN750,CPT/DR720"
Brother MFC-8950DW,"CPT/TN750,CPT/TN780,CPT/DR720"
Brother MFC-8950DWT,"CPT/TN750,CPT/TN780,CPT/DR720"
Brother DCP-8110DN,"CPT/TN750,CPT/DR720"
Brother DCP-8155DN,"CPT/TN750,CPT/DR720"
Brother MFC-8510DN,"CPT/TN750,CPT/DR720"
Brother DCP-8150DN,"CPT/TN750,CPT/DR720"
Brother MFC-8810DW,"CPT/TN750,CPT/DR720"
Brother HL-5440D,"CPT/TN750,CPT/DR720"
Brother HL-L6200DW,"CPT/TN880,CPT/TN850,CPT/DR820"
Brother HL-L6200DWT,"CPT/TN880,CPT/TN850,CPT/DR820"
Brother HL-L6250DW,"CPT/TN880,CPT/TN850"
Brother HL-L6300DW,"CPT/TN880,CPT/TN850,CPT/DR820"
Brother HL-L6400DW,"CPT/TN880,CPT/TN890,CPT/TN850"
Brother HL-L6400DWT,"CPT/TN880,CPT/TN890,CPT/TN850"
Brother MFC-L6700DW,"CPT/TN880,CPT/TN850,CPT/DR820"
Brother MFC-L6750DW,"CPT/TN880,CPT/TN850"
Brother MFC-L6900DW,"CPT/TN880,CPT/TN890,CPT/TN850"
Brother MFC-L6800DW,"CPT/TN880,CPT/TN850,CPT/DR820"
Brother HL-L6400DWG,"CPT/TN880,CPT/TN890,CPT/TN850"
Brother MFC-L6900DWG,"CPT/TN880,CPT/TN890,CPT/TN850"
Brother HL-L6400DWX,"CPT/TN880,CPT/TN890,CPT/TN850"
Brother MFC-L6900DWX,"CPT/TN880,CPT/TN890,CPT/TN850"
Canon imageCLASS LBP-162dw,"CPT/CAN051,CPT/CAN051H"
Canon imageCLASS MF264dw,"CPT/CAN051,CPT/CAN051H"
Canon imageCLASS MF267dw,"CPT/CAN051,CPT/CAN051H"
Canon imageCLASS MF269dw,"CPT/CAN051,CPT/CAN051H"
Canon imageCLASS MF262dw II,"CPT/CAN051,CPT/CAN051H"
Canon imageCLASS MF264dw II,"CPT/CAN051,CPT/CAN051H"
Canon imageCLASS MF267dw II,"CPT/CAN051,CPT/CAN051H"
Canon imageCLASS MF269dw II,"CPT/CAN051,CPT/CAN051H"
Canon imageCLASS MF269dw VP II,"CPT/CAN051,CPT/CAN051H"
Canon imageCLASS MF429dw,"CPT/CAN052,CPT/CAN052H"
Canon imageCLASS LBP-215dw,"CPT/CAN052,CPT/CAN052H"
Canon imageCLASS MF424dw,"CPT/CAN052,CPT/CAN052H"
Canon imageCLASS MF426dw,"CPT/CAN052,CPT/CAN052H"
Canon imageCLASS LBP-214dw,"CPT/CAN052,CPT/CAN052H"
Canon PC-300,CPT/E31
Canon PC-310,CPT/E31
Canon PC-320,CPT/E31
Canon PC-325,CPT/E31
Canon PC-330,CPT/E31
Canon PC-330 L,CPT/E31
Canon PC-400,CPT/E31
Canon PC-420,CPT/E31
Canon PC-430,CPT/E31
Canon PC-530,CPT/E31
Canon PC-550,CPT/E31
Canon PC-710,CPT/E31
Canon PC-720,CPT/E31
Canon PC-730,CPT/E31
Canon PC-735,CPT/E31
Canon PC-740,CPT/E31
Canon PC-745,CPT/E31
Canon PC-760,CPT/E31
Canon PC-770,CPT/E31
Canon PC-775,CPT/E31
Canon PC-785,CPT/E31
Canon PC-790,CPT/E31
Canon PC-795,CPT/E31
Canon PC-921,CPT/E31
Canon PC-920,CPT/E31
Canon PC-950,CPT/E31
Canon PC-980,CPT/E31
Canon PC-890,CPT/E31
Canon PC-860,CPT/E31
Canon PC-880,CPT/E31
Canon PC-940,CPT/E31
Canon PC-941,CPT/E31
Canon PC-425,CPT/E31
Canon PC-428,CPT/E31
Canon PC-140,CPT/E31
Canon PC-981,CPT/E31
Canon PC-150,CPT/E31
Canon PC-160,CPT/E31
Canon PC-170,CPT/E31
Olivetti copia 8006,CPT/E31
Olivetti copia 9004,CPT/E31
Olivetti copia 9404,CPT/E31
Canon LaserBase MF6580,CPT/CAN106
Canon LaserBase MF6550PL,CPT/CAN106
Canon LaserBase MF6560PL,CPT/CAN106
Canon LaserBase MF6540PL,CPT/CAN106
Canon imageCLASS MF6530,CPT/CAN106
Canon imageCLASS MF6531,CPT/CAN106
Canon imageCLASS MF6550,CPT/CAN106
Canon imageCLASS MF6560,CPT/CAN106
Canon imageCLASS MF6580,CPT/CAN106
Canon imageCLASS MF6500 Series,CPT/CAN106
Canon imageCLASS MF6580cx,CPT/CAN106
Canon imageCLASS MF6540,CPT/CAN106
Canon imageCLASS MF6590,CPT/CAN106
Canon imageCLASS MF6595,CPT/CAN106
Canon imageCLASS MF6595cx,CPT/CAN106
Canon imageCLASS D1120,CPT/CAN120
Canon imageCLASS D1150,CPT/CAN120
Canon imageCLASS D1170,CPT/CAN120
Canon imageCLASS D1180,CPT/CAN120
Canon imageCLASS D1100 Series,CPT/CAN120
Canon imageCLASS D1350,CPT/CAN120
Canon imageCLASS D1370,CPT/CAN120
Canon imageCLASS D1320,CPT/CAN120
Canon imageCLASS D1550,CPT/CAN120
Canon imageCLASS D1520,CPT/CAN120
Canon imageCLASS D1620,CPT/CAN121
Canon imageCLASS D1650,CPT/CAN121
HP Color LaserJet CP2025 dn,"CPT/CC531A,CPT/CC530A,CPT/CC532A,CPT/CC533A"
HP Color LaserJet CM2320 n,"CPT/CC531A,CPT/CC530A,CPT/CC532A,CPT/CC533A"
HP Color LaserJet CP2025 n,"CPT/CC531A,CPT/CC530A,CPT/CC532A,CPT/CC533A"
HP Color LaserJet CP2025 x,"CPT/CC531A,CPT/CC530A,CPT/CC532A,CPT/CC533A"
HP Color LaserJet CM2320 nf,"CPT/CC531A,CPT/CC530A,CPT/CC532A,CPT/CC533A"
HP Color LaserJet CM2320 fxi,"CPT/CC531A,CPT/CC530A,CPT/CC532A,CPT/CC533A"
Canon imageCLASS MF8350Cdn,"CPT/CAN118C,CPT/CAN118BK,CPT/CAN118Y,CPT/CAN118M"
Canon imageCLASS LBP-7200cdn,"CPT/CAN118C,CPT/CAN118BK,CPT/CAN118Y,CPT/CAN118M"
